user_id	item_sequence
6197	943 5925 8441 5790 8765 8759 8616 5483
6198	7999 6895 2512 2550 7324 8013
6199	9489 3495 4816 7776 8650 9753
6200	4747 322 7524 6566 6662 9125 4948 4584 8102
6201	3564 526 2223 2294 4499 5443
6202	5381 5288 6310 948 1221 5832 4139 6015 922 5808 6854 7406 110 8283 5730 204 2769 6191 6087 7922 4429 6790 3993 2675 7412 6520 7571 5290 9388 11102 3200 3414 1536 9391 1351 896 2894 7431
6203	10799 11738 11815 11888 11956 11987 11603 11989 12012
6204	2647 3791 1903 2589 4668
6205	3312 4132 4346 5249 5824 7120 7804 10989 7418
6206	798 1040 1080 2544 3536 4820 8106
6207	5767 6296 9584 9585 10708 10697 10569 11777
6208	674 3767 1261 3878 2329 4040 5535 5767 2619 10702 10694 10697 10696 10568 10569 10566 10695 10690 10163 6640 10894 10897 10898 11054 11765 11806
6209	1694 6453 10850 1099 5579 11150 5713 7570 8102 8578 8839 2351 4293 7704 4904 9634 9911 11061 3298
6210	766 7070 10667 6689 1074
6211	2256 10035 7640 10608 7725 8279 6291
6212	3481 6763 10877 11102 11357 11456
6213	4972 5688 11378 2681 3254 5423 7234
6214	6440 1827 6224 8232 10151 10480 9000 9792 10805 11380
6215	10524 7990 8318 7947 5702 9025 9304
6216	1216 4742 6684 38 39 176 181 3548 1373
6217	9989 9108 9187 9832 9846 10105 10118 10155 10330 10573 10579
6218	9328 8839 9932 11990 11255
6219	2924 4948 8740 8886 4514
6220	3314 7531 8123 8968 10036
6221	2945 2397 1066 1610 2395
6222	2845 1869 6411 6576 1580 1666 6603 2681 4623 6718
6223	4857 4036 7129 8634 8635 8706 8743 8517 8598
6224	257 295 3817 4024 4321 4651 5391 6433 10300 10389 10527 10703 10812 5780 11352 8977 11646 8975 11514 11564 11804
6225	847 2238 2683 6334 848 10127
6226	8653 2772 6726 10245 5774 6725
6227	4088 916 1975 2683 3296 4282 2692
6228	2620 4017 640 5786 6148 8253
6229	323 881 6105 9474 2318 1731 773
6230	4152 113 6078 9942 11209 9777
6231	1520 2311 3564 6181 7273 10173
6232	3637 3559 4151 4152 8073 1622 9083 10558 8387 12025
6233	9588 8060 9586 3921 4041 9589 8559 8560 8561 10567 10564 4566 10527 10565 916 8555 10703 8675 10706 10773 10559 10560 10163 5499 10911 6965 9905 10 10372 11228 11319 11702 11705 11713 11703 11682 11786 11971 11706 3866 11875 11879 11676 12012 12006 12041 12026 11942 3919 9164
6234	4315 1431 1508 3487 1938
6235	126 248 3969 9188 6908
6236	6533 11221 11346 11510 11639 6725
6237	6330 4766 7086 222 3434 5403 783 9815
6238	9117 458 1444 911 3407 9606 10826 5515 9019 7199
6239	7791 6434 933 2769 4497
6240	2371 880 1254 1485 9880 8324 9204
6241	2806 3083 5819 7193 8971 8469 3582
6242	4974 7006 2512 9150 9626
6243	615 1606 4372 2443 2716 3784
6244	1052 1206 1901 3676 1157
6245	2371 5079 6453 4384 2251 4389 3213 9477 3490 477 1929 3586
6246	6623 5154 3193 4399 4625 1799
6247	5097 7531 8823 9368 10110
6248	132 2334 2170 1853 3772 148 6296 1217
6249	7423 7649 9743 11060 11148 4907 4970 5261 5744 2610 6669
6250	10628 1630 8736 8743 11509
6251	612 2084 2082 3147 4817
6252	3545 6996 1171 4520 9529
6253	3335 4049 3951 3950 9265 9467 916 8557 8559 8560 8561 3703 3713 10811 9085 5626 9086 10864 10807 10751 10752 10163 10372 10373 11052 1942 11505 11775 11698 1674
6254	7311 6905 233 267 1366 1837 2658 4236 7337 8666 8904 5350 5365 6567 3312 3767 666 4916 2652 5832 2438 3956 4172 6409 11975 11839
6255	4578 5191 1669 1680 1901 7285 7423 9099
6256	4126 4357 6774 7856 9947
6257	9213 4483 8806 10135 10557 11708
6258	6476 8736 9621 9989 10003 10358 10421 11150
6259	881 84 3312 4020 4362 4663 5521 6767 7415 7423 9400
6260	2284 653 4894 742 5811 9307 5154 5279 2641 3621 4108 9460 3961 5193 5405 7294 7585 7737 7815 10801 10842
6261	403 579 915 3123 10048 1520 3050 6147 6225 11428
6262	5243 7860 4520 4738 5030 5195 5522 5527 8242 8823
6263	6468 3449 6434 9630 8935
6264	3337 8968 1306 569 8777 9182
6265	6772 1653 2560 6199 8533 6912 387 6625
6266	5292 11049 11602 11771 11772 11796
6267	3982 5799 5842 7655 6726
6268	751 2087 2333 2398 1276 4368 102 1969 166 1435 8168 8932 9593 8677 9592 231 10675 180 9494 11136
6269	5346 8726 10692 11780 12015
6270	9581 9457 8561 10282 10571 10694 10537 10691 8358
6271	443 8312 2683 4457 852 5369 5833 4579 4580 4088 83 2647 4340 9131 9005 2769 8582 9939 8886 4625 9400 7790 6255 9883 1469 6501 6972 7120 11345 6979 6996 9122 10290 11647
6272	1315 2391 2721 3348 4229 10192
6273	12053 11868 12065 11685 7868 11657 12040 12058 11661 12078 12077
6274	6369 2359 1244 5981 6324 11686 4422 12080
6275	4995 5033 9030 3797 7056 8312 9205 9209 11242 8530 4113 5904 8450 2463 4950 9122 4773 5070 5911 4111 9169 3180 5659 8349 9231
6276	1321 4381 9680 10408 10429 10837 11294 11482
6277	2301 7476 9574 1135 4287
6278	1561 2318 2647 4184 7704 9560
6279	4184 8530 4637 11923 11616 12048 11317
6280	5405 7531 9826 9514 10133 7915 246 8823
6281	3657 2022 6787 342 6788 10491
6282	4812 6177 5141 20 6434 11583
6283	10432 6716 6927 7649 9126 9529 11261
6284	1592 1967 9347 6754 9128
6285	1646 2714 8298 4184 7305
6286	1213 9895 9896 10978 11243 5048 5962 7813 10769 11120 11121 9897
6287	3776 6915 9743 5672 8997 3963 4995
6288	4184 9560 4511 5527 7180
6289	2049 5415 11246 11254 11271 389 6430 10290
6290	9397 4590 3050 2425 8035
6291	873 6529 9151 552 4597
6292	44 2765 5356 432 10944 1355 5966 5875 8252 3921 56 3835 10559 3787 42 2318 11610 11798 9400 2519 74 2470 906 10293 75 10567 10937
6293	2833 3357 7415 9984 10221 2424 4618 6811 8017
6294	6408 7408 9352 9354 9981
6295	5 1023 839 8420 8689
6296	1913 6931 11544 8777 8998
6297	2161 3199 3616 4910 8362 10161 10777
6298	5143 10939 7645 7651 8273 8582 8802 9076 11186 11399 8811
6299	4724 5474 8840 9467 10558 10561 8560 10560 10563 10702 10570 10692 10693 10700 10701 4566 8555 10559 10564 5626 8559 10694 10696 10699 10163 8123 8135 11053 11708
6300	1890 3810 6041 2345 7224
6301	5094 1120 3325 6605 7581 9497
6302	56 772 5929 6553 7184 8568
6303	8589 9560 10283 1489 6099 10034 4857 9529 7848 9561 5486 5298 5311 6631 1777 10110 10856 11248 2036 2652 4987 8227 8328 9108 9365 9835 10452 5097 8800 10881 10631 10656 10749 6236 10007 10099 10131 10320 10133 10188 11290 10592 6717 6877 8222 8818 4838 5099 11390 10594
6304	868 4184 4401 7174 11131
6305	3850 4230 2419 10070 10073
6306	3829 6669 5883 9703 10149 10716 6604 3089 3979
6307	990 1305 4509 10772 8359 4851 6858 5408 6849 7509
6308	3181 2329 4049 6434 7073 9589 9594 9592 9593 10558 4566 8560 10696 10569 10572 10807 10567 10698 10695 5626 9084 9085 10864 9583 9587 11762 4015 9170 11235 11765 7027 11875 11876 11709 11879
6309	9464 8381 8632 8968 2986 4208 5569 5570 5574 7358 7729 8150 8823 9700 9894 9988 10261 10320 10578 8149 2439
6310	8317 7848 5820 5821 7160 4184
6311	6889 7947 9981 8208 6654 7099 121 8217
6312	8568 3357 7043 7436 9228 9984 11151
6313	2824 6409 7129 8226 8743 8898 9368 9762
6314	2318 7696 705 906 8298 679 2921
6315	1528 3940 8898 9834 9889 10405 10599 10739
6316	7160 19 6726 132 843 1205 5018 663 3389 4903 10874 8249 1295 2645 3129 4771 6136 907 9743 226 5706
6317	2309 2336 2341 2419 3559 4270 4049 8004
6318	4139 5087 63 5433 6324 6434
6319	11938 1247 11873 11839 11948 11971 12019 12053
6320	9750 9718 9984 9066 7501
6321	8222 7837 2626 8829 5218 5808 11373 9218 492
6322	10398 10826 8177 6927 7773
6323	4853 8096 7091 7724 5039 11831 7012 7424 6873 1796 11305
6324	1514 2566 10248 11451 4954
6325	1475 5097 9908 1677 2986 8164 11589
6326	2652 8124 8512 9041 9043 9174 9753 9908 10978 11019 11248 11410
6327	1416 1418 1902 683 1268 5230 667 744
6328	531 4039 5967 7674 10697 10699 10751 10696 10694 10695 10698 10762 10843 10372 5092 6388 11646 11782 11201 11902 11930
6329	12019 11685 12064 11831 12058 12078
6330	9655 6041 7848 4213 9653
6331	5415 1576 4759 8414 4214 71 1841 9539 10186
6332	1898 6914 8332 8454 10150 4184
6333	2482 3057 7134 3025 3624 2561 7263 327 984 4184 6268
6334	4948 5430 7442 9367 8481
6335	2986 3210 6157 6280 594 734 9164 9834 10147 10786 8466 591 4181 9033 10714 4505
6336	5045 6037 5704 8037 10603
6337	1421 9314 10724 3487 7720 10995
6338	2416 7810 10527 9086 11054 807 11713
6339	457 3603 7534 7804 86 7740 9148 10478 7010
6340	8227 10452 10110 10535 10793
6341	3885 7171 6644 8023 8819 9751 4200 7076 7093 1843
6342	6624 5349 10260 10796 10287
6343	4677 3529 4655 7523 4008 6363 11571 1657 3563 8634 8780 9171 11948 11975 11839
6344	4353 425 2806 10838 7074 9977 9570 9571
6345	3536 4576 6443 3887 1040 1913 1028 1100 1268 7404 11104 781 2313 776 5470 5686 7241 10368 4580 779 988 1078 1095 1003
6346	8149 8123 10631 11147 10924
6347	7976 9386 9395 6071 6072 6076 6407
6348	7953 460 3565 3563 7445 1102 9742 4951
6349	2744 4776 6101 3512 3502 4029 5545 2225 7356 6008 6853 5681 10595 10812 9199 9164 7570 6811 11413 2920 7364 8471 9218 9471
6350	716 49 2250 6298 6550
6351	8439 8937 9255 9626 10531
6352	4779 11261 12016 12017 9816 12018 12020
6353	6865 8310 6536 1859 1189 8100
6354	1483 3822 3653 39 4649 8166 7741 10294 5867 5790 9555 7796
6355	2419 2783 5179 6884 7222 2756
6356	1631 2310 4072 4305 7987 10224
6357	7124 6492 9717 4942 10401 4155
6358	2442 4121 5689 6626 8447 10674
6359	535 5199 7651 10887 396
6360	2986 3422 8634 10162 10452
6361	7071 7701 8205 2127 11480 1563
6362	1209 1120 1123 3119 3146 7062 7230 4336 9950 8671 829 6553 6554 4041 4521 6134 7342 9473 5199 6547 1830 4045 10727 10825 5343 4361
6363	1125 5767 3711 10751 11351
6364	1327 4945 2774 1520 6742 9675 4434
6365	9592 9593 9594 4566 8557 8559 8561 10527 8560 916 10388 10710 3714 8806 10815 10814 10752 10163 10983 11714 7217 11459
6366	2774 2919 5787 5786 5793 5249
6367	2027 2031 2974 3749 5681
6368	9590 7810 8675 2111 10528 10703
6369	10406 3776 4559 7531 10596
6370	10496 2291 405 2793 5314
6371	3487 3488 5632 5634 4036 5645 4698 5630 5637 7576 4857 4627 5243
6372	1162 9257 9258 112 166 5865
6373	1778 1877 3459 5617 9701 1885
6374	1890 7025 7027 7700 922 1681 7026 9409
6375	4434 100 6150 3545 486 285 859 2984 1522 3774 5990 5683 2900 4341 6860 4397 63 906 7875 3002 176 1348 494 2474
6376	1876 3297 10650 8833 4586
6377	3822 4549 7795 10109 11103
6378	6807 7308 7611 9388 10201
6379	7791 8556 9004 9594 9593 8726 9467 9586 9397 9591 9884 9251 9349 51 9701 10401 10318 2619 9249 2616 2618 8555 8559 10563 5626 10700 10864 9252 10752 3713 3701 9086 10569 11048 10897 9949 9656 9861 11781 11902 11930 11852 11896 11899 12015
6380	7788 7853 6517 8325 8935
6381	3396 946 5050 2064 7811 8038 1001 1573
6382	2419 2875 2937 7848 9912 8039 8144 70 9713
6383	7078 9456 9251 10479 10709 10843 10752 11986
6384	3108 5347 5982 5487 7295 3074 3943 6726 8514 9265 9549 9587 8726 6598 9252 10318 10290 10386 10772 10704 10706 8559 10563 8555 10773 10775 10957 11181 10557 2872 5001 11883
6385	1592 1144 10442 10516 7434 9893 10151 11415
6386	10 7294 1054 2842 3950 4199
6387	5617 5855 8671 8479 11378
6388	2476 7224 892 2890 3209 7531 8968 11009 11884
6389	10685 8248 2231 2234 10754 291 2444 10852 11274 6726
6390	10794 11354 10171 10147 9999 9852 9368 9621 10617 5531
6391	935 3716 3681 5989 7818 2008 10297 11104 10874
6392	5811 10294 4187 1911 1520 2645 8477
6393	141 2647 1934 2862 3434 4453 5270 6160 6191 6902
6394	640 2492 4959 6459 6126
6395	4992 9207 9021 238 8194 2004 11213 9918 6691 10961
6396	2647 6192 330 1302 5925 7415 10456
6397	6046 1004 2082 7365 9801
6398	389 6365 8777 9426 10595
6399	3335 8291 9995 1290 11663
6400	3121 7007 8301 8638 11282
6401	9451 11387 2308 5191 10254
6402	212 2829 7101 7471 10995
6403	2483 6439 2992 4726 5154 11116
6404	1376 148 8378 71 479 8787
6405	2811 7430 5125 8009 9212 525
6406	4763 6451 6452 3641 9720
6407	405 6230 8650 11826 11329 11651 10880
6408	651 7658 8539 8719 9048 10809 10811
6409	5194 9079 8215 7234 7670 102
6410	7820 7846 8350 3357 8533 2183
6411	2153 4393 5665 10476 8746
6412	1135 2504 6593 11243 2547
6413	5409 9732 208 687 2376 2806 9733
6414	8835 640 3339 3627 334 8337 6910 10715
6415	10631 9118 8324 8339 8850 9514
6416	2359 4522 2888 4719 7120 7502 3129 4996 7976 10432
6417	4036 6660 5243 10121 10122
6418	5366 3072 8124 8506 10587
6419	9078 8871 10353 6461 3212
6420	4340 1473 4198 6381 4152 10469
6421	5411 5625 6352 7708 9984
6422	3793 7686 4574 1667 2022
6423	2067 4678 9583 10689 9088 10373 8031 10904 2523 9028 10720 3265 8037 9473 9662 11803 11535 11883
6424	4160 6270 1137 29 4376 5599 4720 4723
6425	3032 11873 7133 12019 11908 12064 12057 12040
6426	1272 1712 4678 4177 7074 11984 11568
6427	407 2454 5126 5180 5181 8589
6428	173 5428 10491 5068 1498 9228 7582 9729
6429	4486 5132 6079 7853 8032 8796 12 2325 5199 10560 10563 10564
6430	4039 6002 2806 9589 9593 10106 916 8557 8560 8555 7846 8561 8675 8559 1491 5499 10911 6965 11396 11397 11394 8379 11395 11051 11703 11786 11790 11951 11952 11953 11950
6431	2006 3580 7174 8584 9419 10451
6432	848 6787 7590 8459 8989
6433	96 945 1386 4255 1273 2708 3951 5054 6839 7273 5527 8248 10995
6434	3533 229 678 6186 11620 5187
6435	6161 1906 6840 8856 9328
6436	1426 7289 1092 8384 8402
6437	330 8957 10161 10165 8657 11425
6438	1677 5707 2190 9322 5300 12
6439	70 7908 2538 1938 4586 6649
6440	8598 5962 3446 4908 11439 10246
6441	1674 2250 4430 9529 11255 7445
6442	5287 7976 8815 10228 10608 8329
6443	2486 5022 5283 8650 544 6343 8011
6444	452 3405 5894 6432 7910 7911 9396 4438 10167 10168 10280 10700
6445	7674 9459 9004 10692 8675 3711 10558 10693 10566 2617 2618 11049 10751 10731 10668 10691 10752 10815 10372 11352 11778 11710
6446	929 1659 4460 8708 10071 10072
6447	3013 4580 6222 7531 8823 10135 10162 10459
6448	6387 9382 1367 8123 8823 2769 7531
6449	6034 2986 1213 544 10287 10439 10678 5467 6740 11968
6450	800 11407 11923 12048 11904
6451	4298 5925 8581 2647 9180
6452	6325 6173 6386 1924 2009 4880 3968 5928 6453 11282
6453	3779 5925 8334 2300 2647 4434
6454	1423 2243 3843 4502 8777
6455	4860 7137 5054 4699 6655 714 4858 1853 8074 7993 8711 2429 4521 7127 9935 1526 7874 9962 11843 11949
6456	652 4907 2010 5850 9574
6457	3337 7531 6202 3002 706 6434 9540
6458	71 80 2419 3733 10636 11489
6459	2299 3801 1826 1456 4675 2574 6848 9349 8031 11053 10563 11800 11930 10002 2366
6460	9265 9587 9582 10815 10372 11518 11215 4470 11882 11881 12015 11623
6461	845 9350 10498 6918 8823
6462	6236 8135 8632 9766 10099 10131 9856
6463	4724 3807 5782 2619 8561 10699 10692 10569 10698 10163 10373
6464	7007 10392 6603 8329 2554 8066
6465	4525 5527 6659 6935 6936 8584 9773 1133 9501
6466	16 8207 2535 9608 3014 9757
6467	8242 9633 3365 5335 5962 7010 7645 7976 8376
6468	267 1330 2057 2893 3392 4264 4619 6678 8630
6469	226 1635 3221 3507 3896
6470	7598 10314 7506 10450 4017 7773 11090
6471	4743 10057 10880 7155 7203 9330 1686 6002 6288 9120 1217 2422 2872 4667 4857 5288 5712 7116 5711 2036 2652 3957 5097 8135
6472	3571 5507 8317 111 6324 8721 3414 9935 7418 1669 4734 5046 5744 6921 9745
6473	3913 8803 9393 1189 7567
6474	1017 6569 4423 5940 4580
6475	234 3433 5398 6088 2491 8401
6476	7446 8004 8729 9458 9594 8214 10700 10564 10703 10698 10752 10813 10699 10751 10373 10557 11050 11770 11775 11776 11200 11651 7025 11535 12025
6477	11430 7531 9834 10504 10631 9844
6478	1562 3522 3115 1304 3526
6479	7528 909 1519 7176 7409 9860 3969 10211
6480	79 184 10370 7735 10491 4096
6481	6066 6405 158 5435 7224 10353 5764
6482	1022 3235 3374 6078 6804
6483	3966 8348 8761 10064 10147 10022
6484	3878 4152 2067 4040 4650 5293 2876 6112 8726 9591 7674 9883 10372 10694 8555 10565 10700 11762 11802
6485	8589 4690 7306 7857 9337
6486	189 5343 6850 5866 1293
6487	1609 4184 4505 5055 9013 2875
6488	2243 446 141 1489 9368
6489	1832 4551 263 2270 2318 463 2512 3622 1903
6490	9184 8143 8391 8695 11003
6491	783 790 1021 2496 6065 3114 7366
6492	10162 328 1995 1916 6253 4618 5002
6493	2002 1498 2202 3358 4450 8801
6494	4494 4972 7817 8076 2496 7689
6495	7069 2647 5628 6277 3141 9122 9188 2063 7116 10600
6496	3128 3129 7555 7797 7871 8271 2093
6497	6225 4567 7678 6715 969 1856 5798
6498	6018 6726 7111 8095 8381 8361 4328 3993 1391 2422 3434 6077
6499	6236 7531 8123 8740 8967 10406
6500	4675 5113 8657 8514 8004 9594 1934 8729 2111 2616 2618 9249 10704 10772 10694 10696 10699 10758 10282 10751 10372 11052 11300 10598 4015 11564 11761 11782 11710 11986
6501	553 2198 5279 6102 7636 7637 9261 2323 3697 6185 10176 10607 3921 9679 9780 11336 583 5429 4661
6502	2359 6032 7349 8334 9083
6503	5427 5094 330 2921 8886 11760
6504	1532 198 6339 2331 6336 6340 450
6505	845 1635 2780 6433 7469 8029
6506	112 685 1212 4088 5052 5193 5264 5324 5980 6501 7850 10882 4684 8510
6507	287 6422 234 2685 1884 4302
6508	9723 3526 809 2966 3747 6432 9529 9916 11571 10722
6509	8729 2111 3700 10372 10373
6510	70 1853 176 7957 5411 7650
6511	9316 1034 1055 8055 1974 1089
6512	407 1284 4084 9743 3016 376 6747 6834 10502 10066
6513	2336 2341 3801 3560 4039 4150 2067 6848 3553 5129 9584 9589 8643 10706 3703 2684 10372 10373 6022 10598 11319 9549 11051 11802 11810 11787 12003
6514	229 3736 5673 2173 3380 516 2475 8630 512 6446 7533 3861 5744 10541 10046
6515	5995 2419 3733 5595 7069
6516	567 1809 5928 5929 8740 9560
6517	2336 2663 1635 2309 4049 4058 3951 4678 5967 7667 9594 8557 11396 11397 11394 4463 11528 11585 11588 10441 11786 11787 11829 11678 11592 11674 11280 5129 11821 10356 12056
6518	2647 1675 2948 5825 6726 1348 5449 3298 10460
6519	6953 1068 4633 653 2755 7904 204 4520 9127 14 10159 6979 5521 4983 5388
6520	7531 9368 12019 11790 12053 11227 11221 12056 7868 11969 12040 12064 12054 12078
6521	1727 2570 5243 50 95 2916 4335 4766 5931
6522	9475 166 2318 8269 8671 3029
6523	6905 4045 2130 7207 1917 5093 9068
6524	669 640 422 3464 6200
6525	10536 10104 10886 11848 11546 12097
6526	1763 4693 6828 7949 8364 8900 4954 4972 5688 6321
6527	2500 2806 5094 1299 10080 5762
6528	6918 8029 8957 10491 11292
6529	5781 148 4491 3567 6497 5798
6530	1244 7171 3626 10547 7985 9245
6531	3657 3817 5966 6726 8556 10693 8560 3701 10199 10697 10537 10569 10807 3713 10570 10572 9084 10571 10751 10691 5090 5091 10372 10373 11777 11759 11795 11762 11771 11772 11784
6532	7500 7499 10493 5712 6076 8272 8568 1207 971 6840 11787 10076 8056 10283 8928
6533	1440 7016 8868 5949 2948
6534	11650 11685 11704 11873 12053 11227 12064 12040
6535	8630 8800 9846 3133 4386 8416 10162 9696 3562
6536	5577 9118 9368 10162 8967
6537	9323 9687 3495 9368 10148 1213
6538	67 7062 7064 1126 4283 4289 11927
6539	1869 5301 5507 3119 11621 11622
6540	5140 1935 3274 6107 9798
6541	9885 10161 5577 7531 8823 9204 9454 8419
6542	10032 8582 1095 3180 800 8740
6543	3581 3473 5292 3083 9459
6544	3773 3252 7531 8149 8632 8968 453 2153 4734 6674 7301 7764 7820 9119 9711 2472 10133 1310 3554 7978 9675 10049 10443 6561
6545	4114 165 497 498 6509
6546	506 767 1445 6529 2350
6547	9118 10147 9621 10769 10928 10162 10940 9989
6548	9096 6499 7848 8815 10162 7976 8182
6549	3274 7590 7848 9508 10283
6550	9071 9873 472 1898 9365 9831 7414 4520 6833 8898 8985 5688 9641 10075
6551	207 1822 2170 6324 8082
6552	537 4686 7795 9020 9022 5921 2093 3130 10837 1780 3208 5621 4054
6553	7531 8823 9365 10162 8149
6554	2801 4051 8429 4326 9733
6555	3207 1587 4671 1182 9930 4405 619 6909 5900 11222 7800 3440 8894
6556	544 3969 4427 10370 10916
6557	10427 6868 743 441 6819 8657 8936
6558	2779 4649 5990 4341 1727 1854 3835 4334 7860 7328 10274 546
6559	7307 8224 5889 356 1212 4491 10269
6560	5053 6726 6725 7570 7162 8102 8839 8533 9713 2280 8017 8617 7524 2998 6434 2163
6561	4618 6026 4397 8279 4002
6562	7769 226 536 6806 10670
6563	8653 1688 1708 8663 6135 8410 7752 7627
6564	1669 3221 1200 529 2345 4755 6634
6565	1853 1921 6489 10427 290 3645
6566	6324 6928 7778 10487 10649 1152 1189 2362 2921 4273 5799 9244 2609 10369 2707 7620 1977 6309 148 9171 8302
6567	2087 3458 3970 4368 7404 11136
6568	10453 665 896 1471 1754 4692 7558 8110 11450
6569	7096 5995 668 2107 9086 9969 180 9971 10388 11399 54 9581
6570	7101 2109 7816 3550 9083 2692 5825 3466 9413
6571	3002 184 201 2683 4116 6791 3813 7453 4310 8558 10855
6572	6133 7084 7768 5292 313 2197 4103 1228
6573	11158 8714 11293 10617 8744
6574	11660 10790 11370 3113 11892 11988
6575	2568 2578 10145 10612 771 2602 6723
6576	40 1759 7085 4532 4538
6577	6160 2533 6857 11666 11988 10743
6578	1330 1318 3210 6105 278 5201 6127 7412
6579	8635 10443 10618 2036 5097 5340 7129 10350 10131 2389
6580	3139 3514 4065 8643 10813
6581	7321 6259 3438 6247 7408 7625 7626 1852 2893 9307 9309 2812 5062 3700 10710 10813 3501 8043 11189
6582	6039 2083 6774 2241 3035 1483 9520
6583	5415 2336 3809 66 1243 3603 5167 7856
6584	1294 8870 2424 3466 4154
6585	1927 2027 4525 5251 1338
6586	1408 9581 9584 7711 11819
6587	2064 2212 6377 8740 2297 6642 7457 9872
6588	843 6954 2259 2807 3484 8312
6589	5824 4948 2882 4270 9164 9710
6590	1981 2079 3491 9477 9478 9484 9485 3213
6591	2298 5324 5491 10321 11205 5326 5327 5331 6785 7781 11506
6592	4270 4678 5767 7667 10668 10690 8386
6593	667 1406 2003 2851 11224
6594	7418 8660 1153 3207 10608
6595	773 3065 9229 3951 311
6596	5151 5562 2505 5729 6130 7838 7911 9587 10318 9088 10910 11053 11362 11911
6597	10857 10181 544 2187 9979 9372 9527 6103 10860 747 7589 2573 695 6007 11402 11449 5042
6598	3767 7134 8797 9106 208 11500 11503
6599	9207 8066 7570 7569 7041 11118 10726
6600	8829 9743 2877 7146 9903 7698
6601	11286 11344 11291 11314 11616 11551 10441 11424 11629 11654 11642 11757 11639 11689 11690 11880 11664 11935 11687 11997 11894 11735
6602	4049 6522 4681 5537 1282 685
6603	11938 11839 11948 12038 11685
6604	6817 11634 1751 6540 10826 6598 6905
6605	1852 6726 680 266 10340 9010
6606	4344 4143 1222 1372 2044 2325 4558 5595 5995 6887 7446 8793 8971
6607	3259 544 1314 3232 5717 7474
6608	3975 4975 9026 548 3591 6350 9449 11150
6609	1197 691 854 3932 4277 4400 6691
6610	11421 11690 11789 11931 11687 11735 11992 12011 11677 12063
6611	4380 4906 5450 6995 7145 9080 9369 2341 890 8082 8105 8204 8604 4570 2160 3316 7447 180 447 1352 9935 3161 5824 7758 8670 9681 10286 10934 1944 4335 8883 10290 10829 10872 10880 8529 10386 3466 8256 8801 9122 7926 11082 10864 8568 2820 8298 10288 10827 11217
6612	7640 7723 3718 4690 3010 5199 9001
6613	5421 6957 8123 8135 8823 9989
6614	8085 630 3301 514 1218
6615	3347 4724 10812 10570 10751 11204
6616	8319 2439 2481 3316 3382 7584 8190 3422 8226 10582
6617	9730 11839 11661 11948 11971 11975 11811 11938 11964 11685 11704 11831 11918 11987 11989
6618	171 3286 6259 7994 9088 10479 10815
6619	3879 660 4046 2053 2310 2923 190 988 1161
6620	721 2426 2627 3862 4647 5193 11063 5398 11167 11908
6621	2529 2473 328 717 611
6622	6784 9580 10131 10927 11214 10327
6623	3065 4246 4464 5278 5288
6624	1674 4244 5154 8242 11303 11434 11571
6625	685 3613 9045 11395 2488 11885
6626	4145 4625 7837 183 3849 3842 3840 6106
6627	9028 10563 2429 673 1352 8415 8582 8694
6628	4434 6742 8740 9957 8192 458 5570
6629	11467 1899 10840 1228 8910 8935
6630	2617 4566 10568 8555 8559 10694 10696 10697 10699 2616 10565 10669 10692 10700 3713 10537 10566 10695 10698 10572 10569 10570 10807 10558 10560 10561 10571 10773 1134 10703 10896 10479 10788 10789 10815 10751 5091 11762 11777 11830
6631	8963 306 6186 8409 10993
6632	2663 3347 2067 4151 7915 9960 10729 3855 11534 11983
6633	97 2934 6518 7642 2513 6509
6634	1752 1810 3923 5806 3883
6635	7650 8817 6434 7120 7645 5587 11531 4397 8989 10863
6636	1862 3306 6383 591 594 1995
6637	7976 5429 8029 11243 8123 9368 11755
6638	10162 10594 1628 10098 11024
6639	924 3383 6943 2610 7468 1755 3949 5657
6640	1554 3141 5870 1900 8461
6641	726 9164 8091 3591 1797 10964
6642	6412 5822 6924 7281 5250 6873
6643	9316 8312 8689 2938 3914 8820 10961 5377 477
6644	1349 2958 9861 2085 202 5048 6859 6977 6988 9776 10390 10874 1471 70 3852 2200 3296 3976 3997 4336 4337 4743 4797 5433 5518 6972 6982 7756 8891 9128 10295 2997
6645	212 5457 7646 8444 6726 1091 1438 6528 10123 1908
6646	8935 9423 9999 10099 10147 10414 10656
6647	8514 9587 9884 9083 10694 5292 10696 10569 10752 5090 5091 8975 8977 8978 11759 11762 11764 11766 11767 11771 11772 11773 11774 8976 11618 11714 11778 11779 11877 11878
6648	2445 8407 7682 9329 10216 10285 11378
6649	3096 2091 7371 8603 4809 2774 5515 1591 5013 6813 9978 4250 923
6650	649 9997 98 1894 8642 4361
6651	2948 4183 2717 7081 1601 10084 6840 2058
6652	6434 10002 10061 7809 8777
6653	641 642 6905 6872 8973
6654	996 8198 6734 8199 1498 3800 9128 2002 2202 10880 8048 267 9669 2174 7934 7287
6655	2675 5174 6982 11046 6817
6656	3176 6858 924 4234 10537
6657	321 4522 1244 3072 3221 10790
6658	3761 3787 4246 8008 10032 2806 6434 5344
6659	10608 7949 10055 8815 9493 10928
6660	9848 9989 10007 10008 10118 10330
6661	3419 2512 7423 6840 5521 5697 9185 9121 7934
6662	8761 9070 6236 8850 9118 10662
6663	10003 9999 8123 8823 9622 10162 10656
6664	8440 9000 9683 7531 8135 8823 8968 9368 11444 6236 10926 9989 9196 8506 10118 9852 10051
6665	6250 11082 11553 7008 3096
6666	3495 8042 10147 10162 8967
